0 	 -8.00000000 	 64.00000000 	 2.00000000 	 4.00000000 
1 	 -12.00000000 	 144.00000000 	 2.00000000 	 4.00000000 
2 	 -24.00000000 	 576.00000000 	 14.00000000 	 196.00000000 
3 	 -12.00000000 	 144.00000000 	 -4.00000000 	 16.00000000 
4 	 -8.00000000 	 64.00000000 	 -4.00000000 	 16.00000000 
5 	 -8.00000000 	 64.00000000 	 -4.00000000 	 16.00000000 
6 	 -24.00000000 	 576.00000000 	 -14.00000000 	 196.00000000 
7 	 -16.00000000 	 256.00000000 	 10.00000000 	 100.00000000 
8 	 -4.00000000 	 16.00000000 	 2.00000000 	 4.00000000 
9 	 -12.00000000 	 144.00000000 	 10.00000000 	 100.00000000 
10 	 -4.00000000 	 16.00000000 	 -4.00000000 	 16.00000000 
11 	 -16.00000000 	 256.00000000 	 10.00000000 	 100.00000000 
12 	 0.00000000 	 0.00000000 	 -6.00000000 	 36.00000000 
13 	 -4.00000000 	 16.00000000 	 2.00000000 	 4.00000000 
14 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 
15 	 -8.00000000 	 64.00000000 	 8.00000000 	 64.00000000 
16 	 -8.00000000 	 64.00000000 	 -4.00000000 	 16.00000000 
17 	 -12.00000000 	 144.00000000 	 4.00000000 	 16.00000000 
18 	 -12.00000000 	 144.00000000 	 10.00000000 	 100.00000000 
19 	 0.00000000 	 0.00000000 	 6.00000000 	 36.00000000 
20 	 4.00000000 	 16.00000000 	 -4.00000000 	 16.00000000 
21 	 -12.00000000 	 144.00000000 	 -4.00000000 	 16.00000000 
22 	 -12.00000000 	 144.00000000 	 -8.00000000 	 64.00000000 
23 	 -12.00000000 	 144.00000000 	 -8.00000000 	 64.00000000 
24 	 0.00000000 	 0.00000000 	 -2.00000000 	 4.00000000 
25 	 -4.00000000 	 16.00000000 	 -6.00000000 	 36.00000000 
26 	 -12.00000000 	 144.00000000 	 10.00000000 	 100.00000000 
27 	 0.00000000 	 0.00000000 	 -2.00000000 	 4.00000000 
28 	 0.00000000 	 0.00000000 	 -8.00000000 	 64.00000000 
29 	 -4.00000000 	 16.00000000 	 -6.00000000 	 36.00000000 
30 	 -24.00000000 	 576.00000000 	 -14.00000000 	 196.00000000 
31 	 -12.00000000 	 144.00000000 	 2.00000000 	 4.00000000 
32 	 -4.00000000 	 16.00000000 	 6.00000000 	 36.00000000 
33 	 -12.00000000 	 144.00000000 	 -8.00000000 	 64.00000000 
34 	 -16.00000000 	 256.00000000 	 -8.00000000 	 64.00000000 
35 	 -4.00000000 	 16.00000000 	 0.00000000 	 0.00000000 
36 	 -4.00000000 	 16.00000000 	 0.00000000 	 0.00000000 
37 	 -4.00000000 	 16.00000000 	 -2.00000000 	 4.00000000 
38 	 -16.00000000 	 256.00000000 	 10.00000000 	 100.00000000 
39 	 -12.00000000 	 144.00000000 	 -6.00000000 	 36.00000000 
40 	 -12.00000000 	 144.00000000 	 10.00000000 	 100.00000000 
41 	 -16.00000000 	 256.00000000 	 10.00000000 	 100.00000000 
42 	 -24.00000000 	 576.00000000 	 14.00000000 	 196.00000000 
43 	 -4.00000000 	 16.00000000 	 0.00000000 	 0.00000000 
44 	 4.00000000 	 16.00000000 	 2.00000000 	 4.00000000 
45 	 -12.00000000 	 144.00000000 	 6.00000000 	 36.00000000 
46 	 -8.00000000 	 64.00000000 	 -8.00000000 	 64.00000000 
47 	 -20.00000000 	 400.00000000 	 12.00000000 	 144.00000000 
48 	 -24.00000000 	 576.00000000 	 14.00000000 	 196.00000000 
49 	 -4.00000000 	 16.00000000 	 4.00000000 	 16.00000000 
50 	 -12.00000000 	 144.00000000 	 6.00000000 	 36.00000000 
51 	 -12.00000000 	 144.00000000 	 -10.00000000 	 100.00000000 
52 	 -20.00000000 	 400.00000000 	 -12.00000000 	 144.00000000 
53 	 -12.00000000 	 144.00000000 	 2.00000000 	 4.00000000 
54 	 0.00000000 	 0.00000000 	 6.00000000 	 36.00000000 
55 	 -12.00000000 	 144.00000000 	 -8.00000000 	 64.00000000 
56 	 -16.00000000 	 256.00000000 	 8.00000000 	 64.00000000 
57 	 -8.00000000 	 64.00000000 	 -2.00000000 	 4.00000000 
58 	 -12.00000000 	 144.00000000 	 8.00000000 	 64.00000000 
59 	 -8.00000000 	 64.00000000 	 4.00000000 	 16.00000000 
60 	 -8.00000000 	 64.00000000 	 -6.00000000 	 36.00000000 
61 	 -32.00000000 	 1024.00000000 	 -16.00000000 	 256.00000000 
62 	 -12.00000000 	 144.00000000 	 -6.00000000 	 36.00000000 
63 	 -16.00000000 	 256.00000000 	 -10.00000000 	 100.00000000 
64 	 -16.00000000 	 256.00000000 	 -12.00000000 	 144.00000000 
65 	 -4.00000000 	 16.00000000 	 0.00000000 	 0.00000000 
66 	 -4.00000000 	 16.00000000 	 0.00000000 	 0.00000000 
67 	 -8.00000000 	 64.00000000 	 2.00000000 	 4.00000000 
68 	 -16.00000000 	 256.00000000 	 10.00000000 	 100.00000000 
69 	 -4.00000000 	 16.00000000 	 4.00000000 	 16.00000000 
70 	 4.00000000 	 16.00000000 	 4.00000000 	 16.00000000 
71 	 -24.00000000 	 576.00000000 	 14.00000000 	 196.00000000 
72 	 -12.00000000 	 144.00000000 	 2.00000000 	 4.00000000 
73 	 -8.00000000 	 64.00000000 	 4.00000000 	 16.00000000 
74 	 -20.00000000 	 400.00000000 	 12.00000000 	 144.00000000 
75 	 -32.00000000 	 1024.00000000 	 -16.00000000 	 256.00000000 
76 	 -16.00000000 	 256.00000000 	 0.00000000 	 0.00000000 
