0 1.0 0.990371 0.00975596
1 1.06345926571 0.982839 0.0173144
2 1.12691853142 0.985209 0.0149374
3 1.19037779713 0.985164 0.0149835
4 1.25383706284 0.98502 0.0151291
5 1.31729632855 0.982254 0.0179025
6 1.38075559426 0.979441 0.0207249
7 1.44421485997 0.979238 0.0209294
8 1.50767412569 0.978526 0.0216475
9 1.5711333914 0.983619 0.0165402
10 1.63459265711 0.971492 0.0287
11 1.69805192282 0.970391 0.0298078
12 1.76151118853 0.98073 0.0194539
13 1.82497045424 0.972478 0.0277131
14 1.88842971995 0.965729 0.0344982
15 1.95188898566 0.961799 0.0384443
16 2.01534825137 0.954984 0.0453293
17 2.07880751708 0.929715 0.0706514
18 2.14226678279 0.897979 0.102423
19 2.2057260485 0.809991 0.190532
20 2.33264457992 0.286692 0.713415
21 2.39610384563 0.121498 0.878438
22 2.45956311134 0.0614269 0.938652
23 2.52302237706 0.0560969 0.943657
24 2.58648164277 0.0374033 0.962431
25 2.64994090848 0.0369387 0.963026
26 2.71340017419 0.0392823 0.960445
27 2.7768594399 0.0331056 0.966652
28 2.84031870561 0.0357244 0.96388
29 2.90377797132 0.0361417 0.963512
30 2.96723723703 0.0360193 0.963579
31 3.03069650274 0.0413545 0.958245
32 3.09415576845 0.0407123 0.958898
33 3.15761503416 0.0445522 0.955016
34 3.22107429987 0.0428201 0.956724
35 3.28453356558 0.0446438 0.954743
36 3.34799283129 0.041052 0.958423
37 3.411452097 0.0502788 0.949139
38 3.47491136272 0.0498324 0.949533
39 3.53837062843 0.0435972 0.95575
